Time (s),Altitude (m),Velocity (m/s),Velocity Magnitude (m/s),Accel <Z> (rad/s)
1.496999999999922792e+01,4.561851938425025764e+03,2.019855575885362384e+02,2.020383427914677554e+02,-1.402292947242666621e+01
1.497249999999922743e+01,4.562356882417698216e+03,2.019505013298055758e+02,2.020032862715007127e+02,-1.402104500549240385e+01
1.497499999999922693e+01,4.562861738772397985e+03,2.019154497817364700e+02,2.019682344626580743e+02,-1.401916142322932046e+01
1.497749999999922643e+01,4.563366507500900298e+03,2.018804029421291375e+02,2.019331873627524487e+02,-1.401727871411078041e+01
1.497999999999922593e+01,4.563871188614974926e+03,2.018453608087945383e+02,2.018981449696006791e+02,-1.401539688007391149e+01
1.498249999999922544e+01,4.564375782126386184e+03,2.018103233795482652e+02,2.018631072810218825e+02,-1.401351591944995612e+01
1.498499999999922494e+01,4.564880288046893838e+03,2.017752906522102876e+02,2.018280742948375632e+02,-1.401163583077278751e+01
1.498749999999922444e+01,4.565384706388251288e+03,2.017402626245977899e+02,2.017930460088691973e+02,-1.400975661565919594e+01
1.498999999999922395e+01,4.565889037162205568e+03,2.017052392945319355e+02,2.017580224209405628e+02,-1.400787826752305776e+01
1.499249999999922345e+01,4.566393280380500073e+03,2.016702206598384635e+02,2.017230035288777117e+02,-1.400600079586472901e+01
1.499499999999922295e+01,4.566897436054872742e+03,2.016352067183379972e+02,2.016879893305060705e+02,-1.400412418609474763e+01
1.499749999999922245e+01,4.567401504197054237e+03,2.016001974678707711e+02,2.016529798236580007e+02,-1.400224844460079154e+01
1.499999999999922196e+01,4.567905484818771583e+03,2.015651929062643717e+02,2.016179750061629363e+02,-1.400037356986694448e+01
1.500249999999922146e+01,4.568409377931745439e+03,2.015301930313489720e+02,2.015829748758521305e+02,-1.399849956778302307e+01
1.500499999999922096e+01,4.568913183547691006e+03,2.014951978409521587e+02,2.015479794305568930e+02,-1.399662642851207650e+01
1.500749999999922046e+01,4.569416901678318936e+03,2.014602073329088228e+02,2.015129886681118023e+02,-1.399475415862749550e+01
1.500999999999921997e+01,4.569920532335333519e+03,2.014252215050339032e+02,2.014780025863462640e+02,-1.399288276891076777e+01
1.501249999999921947e+01,4.570424075530433583e+03,2.013902403551404916e+02,2.014430211830901101e+02,-1.399101224749268368e+01
1.501499999999921897e+01,4.570927531275313413e+03,2.013552638810585336e+02,2.014080444561792262e+02,-1.398914259088456369e+01
1.501749999999921847e+01,4.571430899581660924e+03,2.013202920806343172e+02,2.013730724034553248e+02,-1.398727379209933019e+01
1.501999999999921798e+01,4.571934180461159485e+03,2.012853249517103791e+02,2.013381050227600326e+02,-1.398540586504902272e+01
1.502249999999921748e+01,4.572437373925486099e+03,2.012503624921211269e+02,2.013031423119333567e+02,-1.398353879529727806e+01
1.502499999999921698e+01,4.572940479986313221e+03,2.012154046997050330e+02,2.012681842688175209e+02,-1.398167260043662452e+01
1.502749999999921648e+01,4.573443498655307849e+03,2.011804515722795088e+02,2.012332308912492920e+02,-1.397980727395214728e+01
1.502999999999921599e+01,4.573946429944130614e+03,2.011455031076731927e+02,2.011982821770699275e+02,-1.397794281887817291e+01
1.503249999999921549e+01,4.574449273864437600e+03,2.011105593037109713e+02,2.011633381241202585e+02,-1.397607922752312426e+01
1.503499999999921499e+01,4.574952030427878526e+03,2.010756201582438507e+02,2.011283987302500975e+02,-1.397421649224231466e+01
1.503749999999921450e+01,4.575454699646099471e+03,2.010406856691347173e+02,2.010934639933138044e+02,-1.397235460940914109e+01
1.503999999999921400e+01,4.575957281530739237e+03,2.010057558342491575e+02,2.010585339111673306e+02,-1.397049358542078501e+01
1.504249999999921350e+01,4.576459776093432993e+03,2.009708306514266383e+02,2.010236084816597781e+02,-1.396863342716283363e+01
1.504499999999921300e+01,4.576962183345809535e+03,2.009359101185158067e+02,2.009886877026440288e+02,-1.396677412552761410e+01
1.504749999999921251e+01,4.577464503299492208e+03,2.009009942333606773e+02,2.009537715719723963e+02,-1.396491569383780629e+01
1.504999999999921201e+01,4.577966735966098895e+03,2.008660829937955441e+02,2.009188600874951760e+02,-1.396305812315618056e+01
1.505249999999921151e+01,4.578468881357242935e+03,2.008311763976648479e+02,2.008839532470668132e+02,-1.396120141538646564e+01
1.505499999999921101e+01,4.578970939484531300e+03,2.007962744428123472e+02,2.008490510485422931e+02,-1.395934556957288031e+01
1.505749999999921052e+01,4.579472910359565503e+03,2.007613771270777931e+02,2.008141534897764302e+02,-1.395749059136802828e+01
1.505999999999921002e+01,4.579974793993942512e+03,2.007264844483054560e+02,2.007792605686263414e+02,-1.395563646762953702e+01
1.506249999999920952e+01,4.580476590399253837e+03,2.006915964043449776e+02,2.007443722829516446e+02,-1.395378320844219999e+01
1.506499999999920902e+01,4.580978299587085530e+03,2.006567129930440672e+02,2.007094886306123271e+02,-1.395193080949001008e+01
1.506749999999920853e+01,4.581479921569017279e+03,2.006218342122423337e+02,2.006746096094668701e+02,-1.395007927671651160e+01
1.506999999999920803e+01,4.581981456356624221e+03,2.005869600597960982e+02,2.006397352173797231e+02,-1.394822858905100560e+01
1.507249999999920753e+01,4.582482903961476040e+03,2.005520905335788200e+02,2.006048654522214747e+02,-1.394637876193669790e+01
1.507499999999920703e+01,4.582984264395137870e+03,2.005172256314386630e+02,2.005700003118558925e+02,-1.394452979246329605e+01
1.507749999999920654e+01,4.583485537669167570e+03,2.004823653512346482e+02,2.005351397941510356e+02,-1.394268167824619908e+01
1.507999999999920604e+01,4.583986723795119360e+03,2.004475096908392118e+02,2.005002838969799370e+02,-1.394083440966297971e+01
1.508249999999920554e+01,4.584487822784542004e+03,2.004126586481300478e+02,2.004654326182181023e+02,-1.393898799450773751e+01
1.508499999999920504e+01,4.584988834648977900e+03,2.003778122209673143e+02,2.004305859557367171e+02,-1.393714243954629595e+01
1.508749999999920455e+01,4.585489759399963987e+03,2.003429704072159723e+02,2.003957439074092974e+02,-1.393529772726365756e+01
1.508999999999920405e+01,4.585990597049033568e+03,2.003081332047540002e+02,2.003609064711141912e+02,-1.393345387294862192e+01
1.509249999999920355e+01,4.586491347607713578e+03,2.002733006114391969e+02,2.003260736447246586e+02,-1.393161087519517949e+01
1.509499999999920306e+01,4.586992011087525498e+03,2.002384726251306688e+02,2.002912454261151538e+02,-1.392976873151236283e+01
1.509749999999920256e+01,4.587492587499986257e+03,2.002036492436883179e+02,2.002564218131614382e+02,-1.392792744892318524e+01
1.509999999999920206e+01,4.587993076856605512e+03,2.001688304649622125e+02,2.002216028037370847e+02,-1.392608702172305257e+01
1.510249999999920156e+01,4.588493479168890190e+03,2.001340162868133348e+02,2.001867883957199581e+02,-1.392424745370998984e+01
1.510499999999920107e+01,4.588993794448339941e+03,2.000992067070992562e+02,2.001519785869878376e+02,-1.392240873677510216e+01
1.510749999999920057e+01,4.589494022706448959e+03,2.000644017236890591e+02,2.001171733754227944e+02,-1.392057087118304715e+01
1.510999999999920007e+01,4.589994163954707801e+03,2.000296013344489552e+02,2.000823727589070415e+02,-1.391873386615152874e+01
1.511249999999919957e+01,4.590494218204599747e+03,1.999948055372287001e+02,2.000475767353186995e+02,-1.391689771817981480e+01
1.511499999999919908e+01,4.590994185467604439e+03,1.999600143298928003e+02,2.000127853025412037e+02,-1.391506242030945728e+01
1.511749999999919858e+01,4.591494065755195152e+03,1.999252277103243784e+02,1.999779984584646400e+02,-1.391322796471104972e+01
1.511999999999919808e+01,4.591993859078839705e+03,1.998904456764080919e+02,1.999432162009803733e+02,-1.391139436061649981e+01
1.512249999999919758e+01,4.592493565450002279e+03,1.998556682260117725e+02,1.999084385279756475e+02,-1.390956161138688429e+01
1.512499999999919709e+01,4.592993184880138870e+03,1.998208953569990740e+02,1.998736654373373653e+02,-1.390772971469406372e+01
1.512749999999919659e+01,4.593492717380702743e+03,1.997861270672343608e+02,1.998388969269534812e+02,-1.390589867637901733e+01
1.512999999999919609e+01,4.593992162963140800e+03,1.997513633545848108e+02,1.998041329947137683e+02,-1.390406848283137009e+01
1.513249999999919559e+01,4.594491521638893573e+03,1.997166042169323248e+02,1.997693736385133718e+02,-1.390223913727253802e+01
1.513499999999919510e+01,4.594990793419398869e+03,1.996818496521692339e+02,1.997346188562514726e+02,-1.390041062960168539e+01
1.513749999999919460e+01,4.595489978316086308e+03,1.996470996581924169e+02,1.996998686458294401e+02,-1.389858296859129716e+01
1.513999999999919410e+01,4.595989076340382780e+03,1.996123542328778342e+02,1.996651230051434425e+02,-1.389675616147709292e+01
1.514249999999919361e+01,4.596488087503707902e+03,1.995776133740839100e+02,1.996303819320850153e+02,-1.389493021049135102e+01
1.514499999999919311e+01,4.596987011817476741e+03,1.995428770796740423e+02,1.995956454245482803e+02,-1.389310511655876645e+01
1.514749999999919261e+01,4.597485849293099818e+03,1.995081453475059732e+02,1.995609134804264784e+02,-1.389128087677408807e+01
1.514999999999919211e+01,4.597984599941981287e+03,1.994734181754477049e+02,1.995261860976168578e+02,-1.388945748707429395e+01
1.515249999999919162e+01,4.598483263775519845e+03,1.994386955613821897e+02,1.994914632740221521e+02,-1.388763494124379960e+01
1.515499999999919112e+01,4.598981840805109641e+03,1.994039775032002524e+02,1.994567450075482498e+02,-1.388581323804739931e+01
1.515749999999919062e+01,4.599480331042138459e+03,1.993692639987899327e+02,1.994220312961011814e+02,-1.388399238131297686e+01
1.515999999999919012e+01,4.599978734497990445e+03,1.993345550460363711e+02,1.993873221375869775e+02,-1.388217236991362391e+01
1.516249999999918963e+01,4.600477051184043376e+03,1.992998506428188534e+02,1.993526175299107592e+02,-1.388035320992210053e+01
1.516499999999918913e+01,4.600975281111669574e+03,1.992651507870117200e+02,1.993179174709771644e+02,-1.387853490027153924e+01
1.516749999999918863e+01,4.601473424292236814e+03,1.992304554765039768e+02,1.992832219586960889e+02,-1.387671742498276650e+01
1.516999999999918813e+01,4.601971480737106504e+03,1.991957647092083050e+02,1.992485309909854152e+02,-1.387490078679095262e+01
1.517249999999918764e+01,4.602469450457635503e+03,1.991610784830180307e+02,1.992138445657581087e+02,-1.387308499735645384e+01
1.517499999999918714e+01,4.602967333465176125e+03,1.991263967958213073e+02,1.991791626809265665e+02,-1.387127004815124387e+01
1.517749999999918664e+01,4.603465129771074317e+03,1.990917196455173723e+02,1.991444853344073067e+02,-1.386945593704591850e+01
1.517999999999918614e+01,4.603962839386670566e+03,1.990570470300079648e+02,1.991098125241185812e+02,-1.386764266733496243e+01
1.518249999999918565e+01,4.604460462323300817e+03,1.990223789471886278e+02,1.990751442479775335e+02,-1.386583024063104830e+01
1.518499999999918515e+01,4.604957998592296462e+03,1.989877153949431090e+02,1.990404805038987774e+02,-1.386401866555224061e+01
1.518749999999918465e+01,4.605455448204981622e+03,1.989530563711558671e+02,1.990058212897979786e+02,-1.386220792859741557e+01
1.518999999999918415e+01,4.605952811172676775e+03,1.989184018737282997e+02,1.989711666035967994e+02,-1.386039803193237141e+01
1.519249999999918366e+01,4.606450087506696946e+03,1.988837519005551826e+02,1.989365164432158224e+02,-1.385858897770515696e+01
1.519499999999918316e+01,4.606947277218351701e+03,1.988491064495365492e+02,1.989018708065780459e+02,-1.385678076420512816e+01
1.519749999999918266e+01,4.607444380318944241e+03,1.988144655185719785e+02,1.988672296916072924e+02,-1.385497338576299242e+01
1.519999999999918217e+01,4.607941396819774127e+03,1.987798291055653124e+02,1.988325930962294592e+02,-1.385316685279780913e+01
1.520249999999918167e+01,4.608438326732135465e+03,1.987451972083976557e+02,1.987979610183645889e+02,-1.385136116964529052e+01
1.520499999999918117e+01,4.608935170067315994e+03,1.987105698249623060e+02,1.987633334559371860e+02,-1.384955631704144174e+01
1.520749999999918067e+01,4.609431926836598905e+03,1.986759469531769753e+02,1.987287104068800545e+02,-1.384775230451568895e+01
1.520999999999918018e+01,4.609928597051262841e+03,1.986413285909455624e+02,1.986940918691227012e+02,-1.384594912447897208e+01
1.521249999999917968e+01,4.610425180722579171e+03,1.986067147361859497e+02,1.986594778405997488e+02,-1.384414677921505898e+01
1.521499999999917918e+01,4.610921677861816534e+03,1.985721053868128081e+02,1.986248683192457349e+02,-1.384234526584363500e+01
1.521749999999917868e+01,4.611418088480237202e+03,1.985375005407391313e+02,1.985902633029955382e+02,-1.384054459101494672e+01
1.521999999999917819e+01,4.611914412589097083e+03,1.985029001958750996e+02,1.985556627897840656e+02,-1.383874475048400221e+01
1.522249999999917769e+01,4.612410650199649353e+03,1.984683043501304098e+02,1.985210667775470199e+02,-1.383694574638731645e+01
1.522499999999917719e+01,4.612906801323139916e+03,1.984337130014030492e+02,1.984864752642173755e+02,-1.383514758852499504e+01
1.522749999999917669e+01,4.613402865970810126e+03,1.983991261475909766e+02,1.984518882477290447e+02,-1.383335026375702981e+01
1.522999999999917620e+01,4.613898844153896789e+03,1.983645437866149166e+02,1.984173057260236135e+02,-1.383155376839330586e+01
1.523249999999917570e+01,4.614394735883630347e+03,1.983299659163812123e+02,1.983827276970392575e+02,-1.382975812266035653e+01
1.523499999999917520e+01,4.614890541171235782e+03,1.982953925347880784e+02,1.983481541587125605e+02,-1.382796330439729005e+01
1.523749999999917470e+01,4.615386260027934441e+03,1.982608236397684323e+02,1.983135851089914183e+02,-1.382616931125258475e+01
1.523999999999917421e+01,4.615881892464941302e+03,1.982262592292608758e+02,1.982790205458264268e+02,-1.382437614284267013e+01
1.524249999999917371e+01,4.616377438493465888e+03,1.981916993011786872e+02,1.982444604671612467e+02,-1.382258382426284093e+01
1.524499999999917321e+01,4.616872898124714084e+03,1.981571438534151639e+02,1.982099048709344800e+02,-1.382079233340276581e+01
1.524749999999917272e+01,4.617368271369885406e+03,1.981225928838908885e+02,1.981753537550938518e+02,-1.381900168325654654e+01
1.524999999999917222e+01,4.617863558240173006e+03,1.980880463905230329e+02,1.981408071175868884e+02,-1.381721185494989967e+01
1.525249999999917172e+01,4.618358758746767307e+03,1.980535043712417291e+02,1.981062649563659193e+02,-1.381542286260385666e+01
1.525499999999917122e+01,4.618853872900852366e+03,1.980189668239515299e+02,1.980717272693763960e+02,-1.381363471187921910e+01
1.525749999999917073e+01,4.619348900713606781e+03,1.979844337465636954e+02,1.980371940545666405e+02,-1.381184738610297558e+01
1.525999999999917023e+01,4.619843842196203695e+03,1.979499051370032987e+02,1.980026653098900340e+02,-1.381006089981537244e+01
1.526249999999916973e+01,4.620338697359811704e+03,1.979153809931736703e+02,1.979681410332943017e+02,-1.380827524752079682e+01
1.526499999999916923e+01,4.620833466215593944e+03,1.978808613130082108e+02,1.979336212227370879e+02,-1.380649041440602787e+01
1.526749999999916874e+01,4.621328148774709007e+03,1.978463460944553844e+02,1.978991058761814088e+02,-1.380470640312066699e+01
1.526999999999916824e+01,4.621822745048309116e+03,1.978118353354539352e+02,1.978645949915882625e+02,-1.380292321868909688e+01
1.527249999999916774e+01,4.622317255047541948e+03,1.977773290339395373e+02,1.978300885669185618e+02,-1.380114085690861891e+01
1.527499999999916724e+01,4.622811678783549723e+03,1.977428271878671069e+02,1.977955866001398988e+02,-1.379935930775597797e+01
1.527749999999916675e+01,4.623306016267471023e+03,1.977083297951990346e+02,1.977610890892229349e+02,-1.379757857583266301e+01
1.527999999999916625e+01,4.623800267510437152e+03,1.976738368538820225e+02,1.977265960321345517e+02,-1.379579867440412322e+01
1.528249999999916575e+01,4.624294432523575779e+03,1.976393483618309972e+02,1.976921074268327914e+02,-1.379401960873353516e+01
1.528499999999916525e+01,4.624788511318009114e+03,1.976048643169850152e+02,1.976576232712838816e+02,-1.379224135265312690e+01
1.528749999999916476e+01,4.625282503904853002e+03,1.975703847173109580e+02,1.976231435634633726e+02,-1.379046391177985953e+01
1.528999999999916426e+01,4.625776410295220558e+03,1.975359095607668394e+02,1.975886683013448817e+02,-1.378868729282906358e+01
1.529249999999916376e+01,4.626270230500217622e+03,1.975014388452947571e+02,1.975541974828981608e+02,-1.378691149739423594e+01
1.529499999999916326e+01,4.626763964530945486e+03,1.974669725688478366e+02,1.975197311060970833e+02,-1.378513651455090461e+01
1.529749999999916277e+01,4.627257612398501806e+03,1.974325107293975918e+02,1.974852691689220308e+02,-1.378336233909486275e+01
1.529999999999916227e+01,4.627751174113976958e+03,1.973980533249049358e+02,1.974508116693509123e+02,-1.378158899274803773e+01
1.530249999999916177e+01,4.628244649688456775e+03,1.973636003533100052e+02,1.974163586053562938e+02,-1.377981646248437819e+01
1.530499999999916128e+01,4.628738039133023449e+03,1.973291518125745370e+02,1.973819099749180737e+02,-1.377804474631208009e+01
1.530749999999916078e+01,4.629231342458751897e+03,1.972947077006512586e+02,1.973474657760143600e+02,-1.377627385560400697e+01
1.530999999999916028e+01,4.629724559676713397e+03,1.972602680154951997e+02,1.973130260066247388e+02,-1.377450377023902739e+01
1.531249999999915978e+01,4.630217690797973773e+03,1.972258327550848946e+02,1.972785906647366971e+02,-1.377273449789548998e+01
1.531499999999915929e+01,4.630710735833594299e+03,1.971914019173964050e+02,1.972441597483379212e+02,-1.377096603336203096e+01
1.531749999999915879e+01,4.631203694794629882e+03,1.971569755003902458e+02,1.972097332554122602e+02,-1.376919839295865344e+01
1.531999999999915829e+01,4.631696567692130884e+03,1.971225535020194854e+02,1.971753111839420569e+02,-1.376743156416145020e+01
1.532249999999915779e+01,4.632189354537143117e+03,1.970881359202584520e+02,1.971408935319169871e+02,-1.376566554551626709e+01
1.532499999999915730e+01,4.632682055340706938e+03,1.970537227530703035e+02,1.971064802973242251e+02,-1.376390034565063125e+01
1.532749999999915680e+01,4.633174670113858156e+03,1.970193139984056643e+02,1.970720714781479330e+02,-1.376213596608624812e+01
1.532999999999915630e+01,4.633667198867626212e+03,1.969849096542271241e+02,1.970376670723767916e+02,-1.376037239530657175e+01
1.533249999999915580e+01,4.634159641613036001e+03,1.969505097185030138e+02,1.970032670780019828e+02,-1.375860964042777113e+01
1.533499999999915531e+01,4.634651998361107871e+03,1.969161141892051603e+02,1.969688714930167066e+02,-1.375684769254041662e+01
1.533749999999915481e+01,4.635144269122857622e+03,1.968817230643027187e+02,1.969344803154140777e+02,-1.375508656276576858e+01
1.533999999999915431e+01,4.635636453909293778e+03,1.968473363417558346e+02,1.969000935431854202e+02,-1.375332624533612247e+01
1.534249999999915381e+01,4.636128552731421223e+03,1.968129540195380685e+02,1.968657111743268899e+02,-1.375156673646520389e+01
1.534499999999915332e+01,4.636620565600240297e+03,1.967785760956177512e+02,1.968313332068339321e+02,-1.374980804755770514e+01
1.534749999999915282e+01,4.637112492526744973e+03,1.967442025679471840e+02,1.967969596386979845e+02,-1.374805017429842380e+01
1.534999999999915232e+01,4.637604333521924673e+03,1.967098334344933903e+02,1.967625904679157145e+02,-1.374629310947319638e+01
1.535249999999915183e+01,4.638096088596764275e+03,1.966754686932307834e+02,1.967282256924869444e+02,-1.374453686031934829e+01
1.535499999999915133e+01,4.638587757762243200e+03,1.966411083421234594e+02,1.966938653104091941e+02,-1.374278141963070787e+01
1.535749999999915083e+01,4.639079341029335410e+03,1.966067523791654423e+02,1.966595093196898176e+02,-1.374102677491957181e+01
1.535999999999915033e+01,4.639570838409010321e+03,1.965724008023554177e+02,1.966251577183384995e+02,-1.373927293607586719e+01
1.536249999999914984e+01,4.640062249912231891e+03,1.965380536096634785e+02,1.965908105043570515e+02,-1.373751991854195253e+01
1.536499999999914934e+01,4.640553575549958623e+03,1.965037107990505660e+02,1.965564676757453526e+02,-1.373576770985080842e+01
1.536749999999914884e+01,4.641044815333145380e+03,1.964693723684862334e+02,1.965221292305066925e+02,-1.373401631493443453e+01
1.536999999999914834e+01,4.641535969272741568e+03,1.964350383159481055e+02,1.964877951666476861e+02,-1.373226572160385039e+01
1.537249999999914785e+01,4.642027037379690228e+03,1.964007086394248915e+02,1.964534654821790980e+02,-1.373051593992959241e+01
1.537499999999914735e+01,4.642518019664930762e+03,1.963663833368966607e+02,1.964191401751099875e+02,-1.372876695667240021e+01
1.537749999999914685e+01,4.643008916139396206e+03,1.963320624063575224e+02,1.963848192434543307e+02,-1.372701878369990069e+01
1.537999999999914635e+01,4.643499726814015958e+03,1.962977458457910416e+02,1.963505026852238871e+02,-1.372527141122345107e+01
1.538249999999914586e+01,4.643990451699713958e+03,1.962634336531930330e+02,1.963161904984349064e+02,-1.372352484098467507e+01
1.538499999999914536e+01,4.644481090807409601e+03,1.962291258265661327e+02,1.962818826811065378e+02,-1.372177906749379694e+01
1.538749999999914486e+01,4.644971644148015912e+03,1.961948223639203661e+02,1.962475792312609713e+02,-1.372003408639221078e+01
1.538999999999914436e+01,4.645462111732441372e+03,1.961605232632666969e+02,1.962132801469215622e+02,-1.371828990548890204e+01
1.539249999999914387e+01,4.645952493571589912e+03,1.961262285225978701e+02,1.961789854261068911e+02,-1.371654653361767551e+01
1.539499999999914337e+01,4.646442789676360917e+03,1.960919381399033909e+02,1.961446950668353963e+02,-1.371480395586811341e+01
1.539749999999914287e+01,4.646933000057648314e+03,1.960576521131856396e+02,1.961104090671303481e+02,-1.371306218503670671e+01
1.539999999999914237e+01,4.647423124726340575e+03,1.960233704404339790e+02,1.960761274250117197e+02,-1.371132121437275408e+01
1.540249999999914188e+01,4.647913163693321621e+03,1.959890931196544557e+02,1.960418501385054810e+02,-1.370958103594679045e+01
1.540499999999914138e+01,4.648403116969469920e+03,1.959548201488660482e+02,1.960075772056423205e+02,-1.370784165179439107e+01
1.540749999999914088e+01,4.648892984565659390e+03,1.959205515260783272e+02,1.959733086244508513e+02,-1.370610306453220417e+01
1.540999999999914039e+01,4.649382766492758492e+03,1.958862872493072871e+02,1.959390443929625576e+02,-1.370436526813447564e+01
1.541249999999913989e+01,4.649872462761632050e+03,1.958520273165805463e+02,1.959047845092131297e+02,-1.370262825796272921e+01
1.541499999999913939e+01,4.650362073383138522e+03,1.958177717259270594e+02,1.958705289712395938e+02,-1.370089203655539301e+01
1.541749999999913889e+01,4.650851598368131818e+03,1.957835204753706364e+02,1.958362777770781804e+02,-1.369915660793740919e+01
1.541999999999913840e+01,4.651341037727461298e+03,1.957492735629362812e+02,1.958020309247663988e+02,-1.369742196731405492e+01
1.542249999999913790e+01,4.651830391471971780e+03,1.957150309866400448e+02,1.957677884123396552e+02,-1.369568812902077148e+01
1.542499999999913740e+01,4.652319659612501709e+03,1.956807927444942266e+02,1.957335502378331569e+02,-1.369395507083749308e+01
1.542749999999913690e+01,4.652808842159885899e+03,1.956465588345409685e+02,1.956993163992920586e+02,-1.369222280415145399e+01
1.542999999999913641e+01,4.653297939124952791e+03,1.956123292548102484e+02,1.956650868947584456e+02,-1.369049131751038040e+01
1.543249999999913591e+01,4.653786950518527192e+03,1.955781040033386091e+02,1.956308617222774160e+02,-1.368876062682019246e+01
1.543499999999913541e+01,4.654275876351429361e+03,1.955438830781428692e+02,1.955966408798886960e+02,-1.368703072185920000e+01
1.543749999999913491e+01,4.654764716634473189e+03,1.955096664772544841e+02,1.955624243656374119e+02,-1.368530160894854930e+01
1.543999999999913442e+01,4.655253471378468021e+03,1.954754541987096843e+02,1.955282121775708788e+02,-1.368357327070717133e+01
1.544249999999913392e+01,4.655742140594219563e+03,1.954412462405604742e+02,1.954940043137420389e+02,-1.368184571844454034e+01
1.544499999999913342e+01,4.656230724292527157e+03,1.954070426008258039e+02,1.954598007721945976e+02,-1.368011896679551853e+01
1.544749999999913292e+01,4.656719222484185593e+03,1.953728432775288297e+02,1.954256015509743349e+02,-1.367839299184940849e+01
1.544999999999913243e+01,4.657207635179985118e+03,1.953386482687172645e+02,1.953914066481353018e+02,-1.367666780432444718e+01
1.545249999999913193e+01,4.657695962390710520e+03,1.953044575724217395e+02,1.953572160617272004e+02,-1.367494340252287799e+01
1.545499999999913143e+01,4.658184204127142038e+03,1.952702711866684240e+02,1.953230297897991079e+02,-1.367321979856400382e+01
1.545749999999913094e+01,4.658672360400055368e+03,1.952360891094803037e+02,1.952888478303999875e+02,-1.367149697325590907e+01
1.545999999999913044e+01,4.659160431220219834e+03,1.952019113389168865e+02,1.952546701815907113e+02,-1.366977492238621217e+01
1.546249999999912994e+01,4.659648416598402036e+03,1.951677378730380781e+02,1.952204968414331177e+02,-1.366805364814064383e+01
1.546499999999912944e+01,4.660136316545362206e+03,1.951335687098957123e+02,1.951863278079872828e+02,-1.366633315653175629e+01
1.546749999999912895e+01,4.660624131071856027e+03,1.950994038475360810e+02,1.951521630793125155e+02,-1.366461344547308343e+01
1.546999999999912845e+01,4.661111860188633727e+03,1.950652432840011841e+02,1.951180026534675562e+02,-1.366289451899829643e+01
1.547249999999912795e+01,4.661599503906441896e+03,1.950310870173417470e+02,1.950838465285145844e+02,-1.366117636934329127e+01
1.547499999999912745e+01,4.662087062236021666e+03,1.949969350456196366e+02,1.950496947025200427e+02,-1.365945898750730692e+01
1.547749999999912696e+01,4.662574535188108712e+03,1.949627873669094527e+02,1.950155471735550350e+02,-1.365774238014422615e+01
1.547999999999912646e+01,4.663061922773435072e+03,1.949286439792780072e+02,1.949814039396889882e+02,-1.365602654666641946e+01
1.548249999999912596e+01,4.663549225002727326e+03,1.948945048807783849e+02,1.949472649989881177e+02,-1.365431149698072844e+01
1.548499999999912546e+01,4.664036441886706598e+03,1.948603700694682459e+02,1.949131303495206566e+02,-1.365259721416379435e+01
1.548749999999912497e+01,4.664523573436090373e+03,1.948262395434201437e+02,1.948789999893603238e+02,-1.365088371066602946e+01
1.548999999999912447e+01,4.665010619661590681e+03,1.947921133006851733e+02,1.948448739165749544e+02,-1.364917098357002345e+01
1.549249999999912397e+01,4.665497580573915002e+03,1.947579913393193749e+02,1.948107521292348281e+02,-1.364745903696369922e+01
1.549499999999912347e+01,4.665984456183764451e+03,1.947238736573760605e+02,1.947766346254100540e+02,-1.364574786477518131e+01
1.549749999999912298e+01,4.666471246501837413e+03,1.946897602529296307e+02,1.947425214031780740e+02,-1.364403745890334818e+01
1.549999999999912248e+01,4.666957951538826819e+03,1.946556511240542591e+02,1.947084124606169553e+02,-1.364232782692947232e+01
1.550249999999912198e+01,4.667444571305420141e+03,1.946215462688058722e+02,1.946743077958000470e+02,-1.364061897917975053e+01
1.550499999999912148e+01,4.667931105812300302e+03,1.945874456852336891e+02,1.946402074067994477e+02,-1.363891090342807999e+01
1.550749999999912099e+01,4.668417555070144772e+03,1.945533493714121391e+02,1.946061112916957541e+02,-1.363720359771052948e+01
1.550999999999912049e+01,4.668903919089627379e+03,1.945192573254228421e+02,1.945720194485724619e+02,-1.363549705451402616e+01
1.551249999999911999e+01,4.669390197881416498e+03,1.944851695453427283e+02,1.945379318755124416e+02,-1.363379129024981395e+01
1.551499999999911950e+01,4.669876391456175952e+03,1.944510860292347161e+02,1.945038485705952098e+02,-1.363208629446270770e+01
1.551749999999911900e+01,4.670362499824565020e+03,1.944170067751945794e+02,1.944697695319109414e+02,-1.363038205053256569e+01
1.551999999999911850e+01,4.670848522997237524e+03,1.943829317813224691e+02,1.944356947575520564e+02,-1.362867857742257804e+01
1.552249999999911800e+01,4.671334460984842735e+03,1.943488610457008008e+02,1.944016242456062287e+02,-1.362697586573153430e+01
1.552499999999911751e+01,4.671820313798024472e+03,1.943147945664282474e+02,1.943675579941670151e+02,-1.362527391427571999e+01
1.552749999999911701e+01,4.672306081447423821e+03,1.942807323416109853e+02,1.943334960013309001e+02,-1.362357271723214858e+01
1.552999999999911651e+01,4.672791763943674596e+03,1.942466743693520073e+02,1.942994382651943397e+02,-1.362187228370095760e+01
1.553249999999911601e+01,4.673277361297407879e+03,1.942126206477499863e+02,1.942653847838531647e+02,-1.362017260298749477e+01
1.553499999999911552e+01,4.673762873519249297e+03,1.941785711749174084e+02,1.942313355554082364e+02,-1.361847368491573995e+01
1.553749999999911502e+01,4.674248300619819020e+03,1.941445259489410091e+02,1.941972905779532539e+02,-1.361677553274513208e+01
