Time (s),Altitude (m),Velocity (m/s),Velocity Magnitude (m/s),Accel <Z> (rad/s)
1.553999999999911452e+01,4.674733642609733579e+03,1.941104849679115318e+02,1.941632498495840764e+02,-1.361507814488494361e+01
1.554249999999911402e+01,4.675218899499604049e+03,1.940764482299118470e+02,1.941292133683947725e+02,-1.361338152321192752e+01
1.554499999999911353e+01,4.675704071300036958e+03,1.940424157330384389e+02,1.940951811324844698e+02,-1.361168565756766924e+01
1.554749999999911303e+01,4.676189158021634285e+03,1.940083874753964892e+02,1.940611531399556497e+02,-1.360999055177890504e+01
1.554999999999911253e+01,4.676674159674993462e+03,1.939743634550907814e+02,1.940271293889115327e+02,-1.360829620278277297e+01
1.555249999999911203e+01,4.677159076270705555e+03,1.939403436702382635e+02,1.939931098774598013e+02,-1.360660259844824971e+01
1.555499999999911154e+01,4.677643907819358901e+03,1.939063281189640975e+02,1.939590946037114065e+02,-1.360490975480805531e+01
1.555749999999911104e+01,4.678128654331536382e+03,1.938723167993745449e+02,1.939250835657723258e+02,-1.360321766284428335e+01
1.555999999999911054e+01,4.678613315817816328e+03,1.938383097095839958e+02,1.938910767617518331e+02,-1.360152632856200583e+01
1.556249999999911005e+01,4.679097892288771618e+03,1.938043068477126951e+02,1.938570741897616756e+02,-1.359983573665459033e+01
1.556499999999910955e+01,4.679582383754971488e+03,1.937703082118912619e+02,1.938230758479176359e+02,-1.359814590076405239e+01
1.556749999999910905e+01,4.680066790226979720e+03,1.937363138002345124e+02,1.937890817343314609e+02,-1.359645681663455186e+01
1.556999999999910855e+01,4.680551111715355546e+03,1.937023236108624644e+02,1.937550918471171428e+02,-1.359476848244736225e+01
1.557249999999910806e+01,4.681035348230653653e+03,1.936683376418961586e+02,1.937211061843898392e+02,-1.359308090563593829e+01
1.557499999999910756e+01,4.681519499783424180e+03,1.936343558914444145e+02,1.936871247442617801e+02,-1.359139408133748717e+01
1.557749999999910706e+01,4.682003566384211808e+03,1.936003783576315982e+02,1.936531475248506524e+02,-1.358970800399798762e+01
1.557999999999910656e+01,4.682487548043557581e+03,1.935664050385843780e+02,1.936191745242755928e+02,-1.358802268046377115e+01
1.558249999999910607e+01,4.682971444771997085e+03,1.935324359324125680e+02,1.935852057406515030e+02,-1.358633811563734817e+01
1.558499999999910557e+01,4.683455256580062269e+03,1.934984710372238794e+02,1.935512411720931709e+02,-1.358465430325087375e+01
1.558749999999910507e+01,4.683938983478278715e+03,1.934645103511433888e+02,1.935172808167217227e+02,-1.358297123809397888e+01
1.558999999999910457e+01,4.684422625477168367e+03,1.934305538723007203e+02,1.934833246726603022e+02,-1.358128892257830600e+01
1.559249999999910408e+01,4.684906182587247713e+03,1.933966015988225422e+02,1.934493727380319399e+02,-1.357960735623449899e+01
1.559499999999910358e+01,4.685389654819029602e+03,1.933626535288440493e+02,1.934154250109630482e+02,-1.357792653082855949e+01
1.559749999999910308e+01,4.685873042183021425e+03,1.933287096604955480e+02,1.933814814895793290e+02,-1.357624646055315765e+01
1.559999999999910258e+01,4.686356344689726939e+03,1.932947699919086233e+02,1.933475421720076213e+02,-1.357456712899143625e+01
1.560249999999910209e+01,4.686839562349643529e+03,1.932608345212302936e+02,1.933136070563802775e+02,-1.357288854100180231e+01
1.560499999999910159e+01,4.687322695173265856e+03,1.932269032466002443e+02,1.932796761408281441e+02,-1.357121069824524895e+01
1.560749999999910109e+01,4.687805743171082213e+03,1.931929761661645841e+02,1.932457494234848525e+02,-1.356953359189624386e+01
1.560999999999910060e+01,4.688288706353577254e+03,1.931590532780729461e+02,1.932118269024857966e+02,-1.356785723066811222e+01
1.561249999999910010e+01,4.688771584731231087e+03,1.931251345804689095e+02,1.931779085759653753e+02,-1.356618160643951576e+01
1.561499999999909960e+01,4.689254378314518362e+03,1.930912200715011693e+02,1.931439944420602330e+02,-1.356450672849246253e+01
1.561749999999909910e+01,4.689737087113910093e+03,1.930573097493035561e+02,1.931100844989032623e+02,-1.356283259815915798e+01
1.561999999999909861e+01,4.690219711139871833e+03,1.930234036120035341e+02,1.930761787446233768e+02,-1.356115922174248034e+01
1.562249999999909811e+01,4.690702250402865502e+03,1.929895016577102069e+02,1.930422771773285149e+02,-1.355948660220650659e+01
1.562499999999909761e+01,4.691184704913346650e+03,1.929556038845604746e+02,1.930083797951480449e+02,-1.355781471519837389e+01
1.562749999999909711e+01,4.691667074681767190e+03,1.929217102907055903e+02,1.929744865962204585e+02,-1.355614357176873774e+01
1.562999999999909662e+01,4.692149359718574487e+03,1.928878208742894174e+02,1.929405975786854981e+02,-1.355447316924725776e+01
1.563249999999909612e+01,4.692631560034211361e+03,1.928539356334576951e+02,1.929067127406843554e+02,-1.355280351054273780e+01
1.563499999999909562e+01,4.693113675639115172e+03,1.928200545663562480e+02,1.928728320803588190e+02,-1.355113458842823881e+01
1.563749999999909512e+01,4.693595706543719643e+03,1.927861776711451967e+02,1.928389555958559924e+02,-1.354946640244366662e+01
1.563999999999909463e+01,4.694077652758453041e+03,1.927523049459854008e+02,1.928050832853238603e+02,-1.354779894981488653e+01
1.564249999999909413e+01,4.694559514293739994e+03,1.927184363890427790e+02,1.927712151469127946e+02,-1.354613223469587169e+01
1.564499999999909363e+01,4.695041291159999673e+03,1.926845719984721654e+02,1.927373511787704956e+02,-1.354446625344686161e+01
1.564749999999909313e+01,4.695522983367646702e+03,1.926507117724424916e+02,1.927034913790496944e+02,-1.354280100420529109e+01
1.564999999999909264e+01,4.696004590927092067e+03,1.926168557091260141e+02,1.926696357459049125e+02,-1.354113648645281387e+01
1.565249999999909214e+01,4.696486113848741297e+03,1.925830038066966665e+02,1.926357842774920357e+02,-1.353947269607727932e+01
1.565499999999909164e+01,4.696967552142995373e+03,1.925491560633315657e+02,1.926019369719685983e+02,-1.353780963640219426e+01
1.565749999999909114e+01,4.697448905820250729e+03,1.925153124771991600e+02,1.925680938274901735e+02,-1.353614731311851038e+01
1.565999999999909065e+01,4.697930174890899252e+03,1.924814730464694605e+02,1.925342548422136986e+02,-1.353448571638335274e+01
1.566249999999909015e+01,4.698411359365329190e+03,1.924476377693229665e+02,1.925004200142999764e+02,-1.353282484775626493e+01
1.566499999999908965e+01,4.698892459253923334e+03,1.924138066439361126e+02,1.924665893419093265e+02,-1.353116470966966389e+01
1.566749999999908916e+01,4.699373474567059930e+03,1.923799796684776027e+02,1.924327628232005054e+02,-1.352950530814126751e+01
1.566999999999908866e+01,4.699854405315112672e+03,1.923461568411151745e+02,1.923989404563326389e+02,-1.352784663027896706e+01
1.567249999999908816e+01,4.700335251508450710e+03,1.923123381600388484e+02,1.923651222394724698e+02,-1.352618868156096710e+01
1.567499999999908766e+01,4.700816013157438647e+03,1.922785236234250021e+02,1.923313081707833305e+02,-1.352453145980636151e+01
1.567749999999908717e+01,4.701296690272436535e+03,1.922447132294575738e+02,1.922974982484316229e+02,-1.352287496420719393e+01
1.567999999999908667e+01,4.701777282863799883e+03,1.922109069763237414e+02,1.922636924705854540e+02,-1.352121919185758081e+01
1.568249999999908617e+01,4.702257790941879648e+03,1.921771048622219382e+02,1.922298908354171374e+02,-1.351956413575430993e+01
1.568499999999908567e+01,4.702738214517023152e+03,1.921433068853531552e+02,1.921960933411006067e+02,-1.351790980509759166e+01
1.568749999999908518e+01,4.703218553599572260e+03,1.921095130439034619e+02,1.921622999858058165e+02,-1.351625620123539129e+01
1.568999999999908468e+01,4.703698808199864288e+03,1.920757233360590419e+02,1.921285107677036592e+02,-1.351460331900304901e+01
1.569249999999908418e+01,4.704178978328232006e+03,1.920419377600219661e+02,1.920947256849704559e+02,-1.351295115189829588e+01
1.569499999999908368e+01,4.704659063995003635e+03,1.920081563139919183e+02,1.920609447357827548e+02,-1.351129971124868057e+01
1.569749999999908319e+01,4.705139065210503759e+03,1.919743789961587197e+02,1.920271679183146603e+02,-1.350964899257301077e+01
1.569999999999908269e+01,4.705618981985051505e+03,1.919406058047150623e+02,1.919933952307419531e+02,-1.350799899676537486e+01
1.570249999999908219e+01,4.706098814328962362e+03,1.919068367378650350e+02,1.919596266712445924e+02,-1.350634971327082923e+01
1.570499999999908169e+01,4.706578562252546362e+03,1.918730717938289843e+02,1.919258622380084489e+02,-1.350470114344112105e+01
1.570749999999908120e+01,4.707058225766109899e+03,1.918393109708272561e+02,1.918921019292200185e+02,-1.350305327928774091e+01
1.570999999999908070e+01,4.707537804879953910e+03,1.918055542670736884e+02,1.918583457430644614e+02,-1.350140614455547627e+01
1.571249999999908020e+01,4.708017299604376603e+03,1.917718016807539811e+02,1.918245936777191787e+02,-1.349975972678981151e+01
1.571499999999907971e+01,4.708496709949669821e+03,1.917380532100788457e+02,1.917908457313698136e+02,-1.349811402394140813e+01
1.571749999999907921e+01,4.708976035926120858e+03,1.917043088532577428e+02,1.917571019022025212e+02,-1.349646904053557783e+01
1.571999999999907871e+01,4.709455277544014280e+03,1.916705686085008722e+02,1.917233621884043941e+02,-1.349482476600414671e+01
1.572249999999907821e+01,4.709934434813629196e+03,1.916368324740240041e+02,1.916896265881648844e+02,-1.349318121518134994e+01
1.572499999999907772e+01,4.710413507745240167e+03,1.916031004480236390e+02,1.916558950996683564e+02,-1.349153838010229300e+01
1.572749999999907722e+01,4.710892496349117209e+03,1.915693725287012228e+02,1.916221677211013059e+02,-1.348989626902238648e+01
1.572999999999907672e+01,4.711371400635526697e+03,1.915356487142593949e+02,1.915884444506513660e+02,-1.348825487006497958e+01
1.573249999999907622e+01,4.711850220614728642e+03,1.915019290029183878e+02,1.915547252865124221e+02,-1.348661418152956415e+01
1.573499999999907573e+01,4.712328956296980323e+03,1.914682133928993721e+02,1.915210102268792411e+02,-1.348497420541962910e+01
1.573749999999907523e+01,4.712807607692534475e+03,1.914345018824276963e+02,1.914872992699487213e+02,-1.348333493687479745e+01
1.573999999999907473e+01,4.713286174811638375e+03,1.914007944697287371e+02,1.914535924139184146e+02,-1.348169638169164664e+01
1.574249999999907423e+01,4.713764657664535662e+03,1.913670911530258536e+02,1.914198896569860722e+02,-1.348005853200990956e+01
1.574499999999907374e+01,4.714243056261465426e+03,1.913333919305526649e+02,1.913861909973532534e+02,-1.347842139010890783e+01
1.574749999999907324e+01,4.714721370612662213e+03,1.912996968005260783e+02,1.913524964332171407e+02,-1.347678496995023245e+01
1.574999999999907274e+01,4.715199600728356017e+03,1.912660057611542470e+02,1.913188059627728705e+02,-1.347514926038561178e+01
1.575249999999907224e+01,4.715677746618772289e+03,1.912323188106479677e+02,1.912851195842171705e+02,-1.347351426998126911e+01
1.575499999999907175e+01,4.716155808294132839e+03,1.911986359472195147e+02,1.912514372957479907e+02,-1.347187999194873065e+01
1.575749999999907125e+01,4.716633785764654021e+03,1.911649571690828964e+02,1.912177590955644462e+02,-1.347024642946997552e+01
1.575999999999907075e+01,4.717111679040547642e+03,1.911312824744510692e+02,1.911840849818661070e+02,-1.346861357929849135e+01
1.576249999999907025e+01,4.717589488132021870e+03,1.910976118615498081e+02,1.911504149528572611e+02,-1.346698143774156620e+01
1.576499999999906976e+01,4.718067213049280326e+03,1.910639453285990612e+02,1.911167490067410029e+02,-1.346535001144678212e+01
1.576749999999906926e+01,4.718544853802521175e+03,1.910302828738165601e+02,1.910830871417205969e+02,-1.346371929349803231e+01
1.576999999999906876e+01,4.719022410401938942e+03,1.909966244954424894e+02,1.910494293560068400e+02,-1.346208927630769914e+01
1.577249999999906827e+01,4.719499882857723605e+03,1.909629701917251623e+02,1.910157756478138538e+02,-1.346045995605252443e+01
1.577499999999906777e+01,4.719977271180061507e+03,1.909293199609138298e+02,1.909821260153567550e+02,-1.345883134241509715e+01
1.577749999999906727e+01,4.720454575379133530e+03,1.908956738012477103e+02,1.909484804568482730e+02,-1.345720342894913735e+01
1.577999999999906677e+01,4.720931795465116011e+03,1.908620317109757707e+02,1.909148389705048885e+02,-1.345557621641836477e+01
1.578249999999906628e+01,4.721408931448181647e+03,1.908283936883480010e+02,1.908812015545441056e+02,-1.345394970346009345e+01
1.578499999999906578e+01,4.721885983338499500e+03,1.907947597316088491e+02,1.908475682071823769e+02,-1.345232389429677156e+01
1.578749999999906528e+01,4.722362951146232263e+03,1.907611298390075376e+02,1.908139389266384853e+02,-1.345069878081530668e+01
1.578999999999906478e+01,4.722839834881539900e+03,1.907275040088006222e+02,1.907803137111340277e+02,-1.344907436659516975e+01
1.579249999999906429e+01,4.723316634554576922e+03,1.906938822392392581e+02,1.907466925588897766e+02,-1.344745065439024501e+01
1.579499999999906379e+01,4.723793350175494197e+03,1.906602645285577466e+02,1.907130754681219571e+02,-1.344582765332673802e+01
1.579749999999906329e+01,4.724269981754438049e+03,1.906266508749840511e+02,1.906794624370454869e+02,-1.344420535689548579e+01
1.579999999999906279e+01,4.724746529301549344e+03,1.905930412767536666e+02,1.906458534638784386e+02,-1.344258376756962470e+01
1.580249999999906230e+01,4.725222992826966220e+03,1.905594357321100176e+02,1.906122485468420109e+02,-1.344096287546766888e+01
1.580499999999906180e+01,4.725699372340821355e+03,1.905258342393077271e+02,1.905786476841614672e+02,-1.343934268150777100e+01
1.580749999999906130e+01,4.726175667853243795e+03,1.904922367965957903e+02,1.905450508740612463e+02,-1.343772319042936125e+01
1.580999999999906080e+01,4.726651879374358032e+03,1.904586434022224921e+02,1.905114581147661568e+02,-1.343610439862246508e+01
1.581249999999906031e+01,4.727128006914283105e+03,1.904250540544320813e+02,1.904778694045004102e+02,-1.343448631174656960e+01
1.581499999999905981e+01,4.727604050483135325e+03,1.903914687514691195e+02,1.904442847414891560e+02,-1.343286892350598549e+01
1.581749999999905931e+01,4.728080010091024633e+03,1.903578874915843926e+02,1.904107041239600164e+02,-1.343125223803313695e+01
1.581999999999905882e+01,4.728555885748058245e+03,1.903243102730290559e+02,1.903771275501416369e+02,-1.342963624423271263e+01
1.582249999999905832e+01,4.729031677464338827e+03,1.902907370940652356e+02,1.903435550182665850e+02,-1.342802095348118918e+01
1.582499999999905782e+01,4.729507385249964500e+03,1.902571679529470146e+02,1.903099865265657797e+02,-1.342640635209239086e+01
1.582749999999905732e+01,4.729983009115027926e+03,1.902236028479436243e+02,1.902764220732754268e+02,-1.342479244534212768e+01
1.582999999999905683e+01,4.730458549069619039e+03,1.901900417773189531e+02,1.902428616566308506e+02,-1.342317923646902322e+01
1.583249999999905633e+01,4.730934005123823226e+03,1.901564847393186710e+02,1.902093052748624302e+02,-1.342156673272706691e+01
1.583499999999905583e+01,4.731409377287720417e+03,1.901229317321860321e+02,1.901757529262004311e+02,-1.341995492794400135e+01
1.583749999999905533e+01,4.731884665571386904e+03,1.900893827541682413e+02,1.901422046088771367e+02,-1.341834382669411241e+01
1.583999999999905484e+01,4.732359869984894431e+03,1.900558378035200917e+02,1.901086603211278430e+02,-1.341673341620963811e+01
1.584249999999905434e+01,4.732834990538311104e+03,1.900222968785047044e+02,1.900751200611910861e+02,-1.341512370681834021e+01
1.584499999999905384e+01,4.733310027241699572e+03,1.899887599773794875e+02,1.900415838273044074e+02,-1.341351468655397738e+01
1.584749999999905334e+01,4.733784980105117938e+03,1.899552270984146105e+02,1.900080516177099526e+02,-1.341190636484455112e+01
1.584999999999905285e+01,4.734259849138621576e+03,1.899216982398646962e+02,1.899745234306458030e+02,-1.341029873995074340e+01
1.585249999999905235e+01,4.734734634352259491e+03,1.898881733999937751e+02,1.899409992643536214e+02,-1.340869180418417272e+01
1.585499999999905185e+01,4.735209335756077962e+03,1.898546525770785536e+02,1.899074791170797312e+02,-1.340708555925722401e+01
1.585749999999905135e+01,4.735683953360118721e+03,1.898211357693969319e+02,1.898739629870714225e+02,-1.340547999810168811e+01
1.585999999999905086e+01,4.736158487174418951e+03,1.897876229752302777e+02,1.898404508725779181e+02,-1.340387513218981042e+01
1.586249999999905036e+01,4.736632937209011288e+03,1.897541141928361412e+02,1.898069427718415625e+02,-1.340227096286490927e+01
